person	personLabelSv	cityOfBirth	occupationLabelsSv	occupationLabelsEn	sitelinks	occupationLabelsDe	occupationLabelsEs
http://www.wikidata.org/entity/Q25742769	Lorenz Fougstedt	http://www.wikidata.org/entity/Q2514808	målare, köpman	painter, merchant	1	Kaufmann, Maler	comerciante, pintor
http://www.wikidata.org/entity/Q26258159	Georg Bolin	http://www.wikidata.org/entity/Q2427509	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q28125397	Erik Ohlqvist	http://www.wikidata.org/entity/Q2492470	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q24681128	Elias Johansson	http://www.wikidata.org/entity/Q2429843	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q42304736	John Söderström	http://www.wikidata.org/entity/Q746839	målare, tecknare	painter, drawer	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q19977086	Lars Nordlander	http://www.wikidata.org/entity/Q2457823	sångtextförfattare	lyricist	1	Liedtexter	letrista
http://www.wikidata.org/entity/Q19507417	Inger Ärlemalm	http://www.wikidata.org/entity/Q748559	författare, journalist	author, journalist	1	Autor, Journalist	autor, periodista
http://www.wikidata.org/entity/Q22696870	Dagny Arbman	http://www.wikidata.org/entity/Q746839	lärare, biståndsarbetare	teacher, aid worker	1	Lehrer	profesor
http://www.wikidata.org/entity/Q6143066	Peder Kinberg	http://www.wikidata.org/entity/Q2211	skådespelare, filmskådespelare	actor, film actor	1	Schauspieler, Filmschauspieler	actor, actor de cine
http://www.wikidata.org/entity/Q20156211	Per Arne Tjäder	http://www.wikidata.org/entity/Q746839	författare, kritiker, litteraturvetare, dramaturg	writer, critic, literary scholar, dramaturge	1	Schriftsteller, Dramaturg, Literaturwissenschaftler, Kritiker	escritor, dramaturgo, especialista en literatura, crítico
http://www.wikidata.org/entity/Q47355471	Harry Thell	http://www.wikidata.org/entity/Q759387	målare, tecknare, grafiker	painter, drawer, graphic artist	1	Maler, Grafiker, Zeichner	pintor, artista gráfico, dibujante
http://www.wikidata.org/entity/Q106498444	Anders Erik Ädel	http://www.wikidata.org/entity/Q746839	målare, soldat	painter, soldier	1	Maler, Soldat	pintor, soldado
http://www.wikidata.org/entity/Q47465296	Tullia Ljungh	http://www.wikidata.org/entity/Q746839	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q79464621	Anders Lindros	http://www.wikidata.org/entity/Q746839	pianobyggare	piano maker	1	Klavier- und Cembalobauer	fabricante de pianos
http://www.wikidata.org/entity/Q104861465	Gustaf Andreas Grill	http://www.wikidata.org/entity/Q1001183	läkare	physician	1	Arzt	médico
http://www.wikidata.org/entity/Q6341574	Gösta Wälivaara	http://www.wikidata.org/entity/Q259046	kompositör, manusförfattare, skådespelare	composer, screenwriter, actor	1	Komponist, Schauspieler, Drehbuchautor	compositor, actor, guionista
http://www.wikidata.org/entity/Q16945349	Janne Leksell	http://www.wikidata.org/entity/Q1001183	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q100272984	Einar Hedulff	http://www.wikidata.org/entity/Q1001183	ämbetsman	civil servant	1	Staatsdiener	funcionario
http://www.wikidata.org/entity/Q6216841	Ralf Turander	http://www.wikidata.org/entity/Q725826	fotograf	photographer	1	Fotograf	fotógrafo
http://www.wikidata.org/entity/Q3530143	Tobias Lergard	http://www.wikidata.org/entity/Q25286	tävlingscyklist	sport cyclist	1	Radrennfahrer	ciclista
http://www.wikidata.org/entity/Q1295685	Tore Hedwall	http://www.wikidata.org/entity/Q255578	ishockeytränare	ice hockey coach	1	Eishockeytrainer	entrenador de hockey sobre hielo
http://www.wikidata.org/entity/Q6021038	Reinhold Näsman	http://www.wikidata.org/entity/Q1001183	präst	priest	1	Priester	sacerdote
http://www.wikidata.org/entity/Q5822447	Einar Ihrmark	http://www.wikidata.org/entity/Q1001183	präst	priest	1	Priester	sacerdote
http://www.wikidata.org/entity/Q6091178	Jonas L:son Samzelius	http://www.wikidata.org/entity/Q725826	bibliotekarie, historiker	librarian, historian	1	Bibliothekar, Historiker	bibliotecario, historiador
http://www.wikidata.org/entity/Q6305531	Daniel Lehmussaari	http://www.wikidata.org/entity/Q259046	filmregissör, regissör	film director, director	1	Filmregisseur, Regisseur	director de cine, realizador
http://www.wikidata.org/entity/Q6196594	Fredrik Sundström	http://www.wikidata.org/entity/Q1001183	politiker	politician	1	Politiker	político
http://www.wikidata.org/entity/Q95688964	Wiktor Lundberg	http://www.wikidata.org/entity/Q1001154	fotograf	photographer	1	Fotograf	fotógrafo
http://www.wikidata.org/entity/Q90401518	Axel Nipstad	http://www.wikidata.org/entity/Q1001154	tecknare, målare	drawer, painter	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q23916587	Conny Vakare	http://www.wikidata.org/entity/Q748559	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q6167372	Samuel Sandel	http://www.wikidata.org/entity/Q1001183	affärsman	businessperson	1	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q5972091	Leif Magnusson	http://www.wikidata.org/entity/Q2211	manusförfattare, skådespelare, filmregissör	screenwriter, actor, film director	1	Schauspieler, Drehbuchautor, Filmregisseur	actor, guionista, director de cine
http://www.wikidata.org/entity/Q96272972	Bror Hedemo	http://www.wikidata.org/entity/Q1001183	meteorolog	meteorologist	1	Meteorologe	meteorólogo
http://www.wikidata.org/entity/Q23918720	Ulf Trolle-Lindgren	http://www.wikidata.org/entity/Q746839	silversmed, bildkonstnär, skulptör	silversmith, visual artist, sculptor	1	Bildhauer, Silberschmied, bildender Künstler	escultor, platero, artista visual
http://www.wikidata.org/entity/Q3132513	Henrik Nordström	http://www.wikidata.org/entity/Q1017607	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q5885017	"Bengt ""Polo"" Johanson"	http://www.wikidata.org/entity/Q1001183	sångare, TV-programledare, friidrottare	singer, television presenter, athletics competitor	1	Sänger, Fernsehmoderator, Leichtathlet	cantante, presentador de televisión, atleta
http://www.wikidata.org/entity/Q4969306	Jeanette Nevrin	http://www.wikidata.org/entity/Q2211	manusförfattare	screenwriter	1	Drehbuchautor	guionista
http://www.wikidata.org/entity/Q16801895	Edvard Selander	http://www.wikidata.org/entity/Q669660	bakteriolog	bacteriologist	1	Bakteriologe	bacteriólogo
http://www.wikidata.org/entity/Q9333817	Sara Karlsson	http://www.wikidata.org/entity/Q748559	roddare	rower	1	Ruderer	remero
http://www.wikidata.org/entity/Q6058595	Jon Pärson	http://www.wikidata.org/entity/Q2211	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q4962300	Monica Lind	http://www.wikidata.org/entity/Q654308	skådespelare, sångare	actor, singer	1	Schauspieler, Sänger	actor, cantante
http://www.wikidata.org/entity/Q6059383	Johan Ulrik Quensel	http://www.wikidata.org/entity/Q2211	affärsman	businessperson	1	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q6048581	Andreas Johannis Prytz	http://www.wikidata.org/entity/Q669660	präst	priest	1	Priester	sacerdote
http://www.wikidata.org/entity/Q6052920	Hans Polster	http://www.wikidata.org/entity/Q719069	skådespelare, regissör	actor, director	1	Schauspieler, Regisseur	actor, realizador
http://www.wikidata.org/entity/Q5928726	Olle Kåks	http://www.wikidata.org/entity/Q1001183	konstnär, skulptör, målare, grafiker	artist, sculptor, painter, graphic artist	1	Künstler, Maler, Bildhauer, Grafiker	artista, pintor, escultor, artista gráfico
http://www.wikidata.org/entity/Q6202588	Berndt Sörenson	http://www.wikidata.org/entity/Q2211	författare, pastor, målare	writer, pastor, painter	1	Schriftsteller, Maler, Pastor	escritor, pintor, pastor
http://www.wikidata.org/entity/Q6174171	Wilhelm de Shàrengrad	http://www.wikidata.org/entity/Q2211	ingenjör	engineer	1	Ingenieur	ingeniero
http://www.wikidata.org/entity/Q6075227	Gösta Robsahm	http://www.wikidata.org/entity/Q669660	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q6193316	Håkan Strömberg	http://www.wikidata.org/entity/Q2211	professor, jurist, översättare	professor, jurist, translator	1	Professor, Jurist, Übersetzer	catedrático, jurista, traductor
http://www.wikidata.org/entity/Q6170590	Henrik Schönbeck	http://www.wikidata.org/entity/Q2211	politiker	politician	1	Politiker	político
http://www.wikidata.org/entity/Q6033128	Anders Palm	http://www.wikidata.org/entity/Q2211	skådespelare, manusförfattare, regissör, filmproducent	actor, screenwriter, director, film producer	1	Schauspieler, Drehbuchautor, Regisseur, Filmproduzent	actor, guionista, realizador, productor de cine
http://www.wikidata.org/entity/Q6042551	Algot Persson	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q23917962	Hans Wirgård	http://www.wikidata.org/entity/Q1001183	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q5621928	Peter Dijkman	http://www.wikidata.org/entity/Q1001183	arkeolog	archaeologist	1	Archäologe	arqueólogo
http://www.wikidata.org/entity/Q6085451	Åke B.V. Rydén	http://www.wikidata.org/entity/Q2211	gynekolog	gynaecologist	1	Gynäkologe	ginecólogo
http://www.wikidata.org/entity/Q6047072	Kenth Pettersson	http://www.wikidata.org/entity/Q2211	politiker	politician	1	Politiker	político
http://www.wikidata.org/entity/Q6019427	Thomas Nydahl	http://www.wikidata.org/entity/Q2211	författare, journalist	writer, journalist	1	Schriftsteller, Journalist	escritor, periodista
http://www.wikidata.org/entity/Q55314688	Ove Fahlén	http://www.wikidata.org/entity/Q1001154	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q69989124	Frida Tranvik	http://www.wikidata.org/entity/Q2167	journalist	journalist	1	Journalist	periodista
http://www.wikidata.org/entity/Q22696896	Algot Gäwerth	http://www.wikidata.org/entity/Q725826	målare, bandyspelare	painter, bandy player	1	Bandyspieler, Maler	jugador de bandy, pintor
http://www.wikidata.org/entity/Q6188569	Anders Sten	http://www.wikidata.org/entity/Q2211	målare, tecknare, journalist	painter, drawer, journalist	1	Journalist, Zeichner, Maler	periodista, dibujante, pintor
http://www.wikidata.org/entity/Q4953336	Sonja Hejdeman	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q18202369	Bertil Aldman	http://www.wikidata.org/entity/Q725826	läkare	physician	1	Arzt	médico
http://www.wikidata.org/entity/Q18202370	Arne Aldman	http://www.wikidata.org/entity/Q725826	läkare	physician	1	Arzt	médico
http://www.wikidata.org/entity/Q62583045	Bo Edblad	http://www.wikidata.org/entity/Q1001154	arkitekt	architect	1	Architekt	arquitecto
http://www.wikidata.org/entity/Q75107796	Birgitta Berglund	http://www.wikidata.org/entity/Q1001154	akademiker	academic	1	Akademiker	académico
http://www.wikidata.org/entity/Q18237920	Ernst Brydolf	http://www.wikidata.org/entity/Q725826	litteraturvetare	literary scholar	1	Literaturwissenschaftler	especialista en literatura
http://www.wikidata.org/entity/Q53572497	Astrid Borger	http://www.wikidata.org/entity/Q1001154	översättare	translator	1	Übersetzer	traductor
http://www.wikidata.org/entity/Q5774191	Josef Grytzell	http://www.wikidata.org/entity/Q1001183	psalmförfattare	hymnwriter	1	Kirchenlieddichter	escritor de himnos
http://www.wikidata.org/entity/Q5820004	Anders Håkansson	http://www.wikidata.org/entity/Q1001183	orienterare	orienteer	1	Orientierungsläufer	orientador
http://www.wikidata.org/entity/Q17493718	Anna Wettergren-Behm	http://www.wikidata.org/entity/Q669660	textilkonstnär	textile artist	1	Textilkünstler	artista textil
http://www.wikidata.org/entity/Q77907437	Lars Jansson	http://www.wikidata.org/entity/Q1001154	ishockeyspelare	ice hockey player	1	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q23014491	Britta Hegethorn	http://www.wikidata.org/entity/Q676026	läkare, psykiater	physician, psychiatrist	1	Psychiater, Arzt	psiquiatra, médico
http://www.wikidata.org/entity/Q106936805	Charlotte Andersson	http://www.wikidata.org/entity/Q1001154	hästtränare	horse trainer	1	Pferdewirt	entrenador de caballos
http://www.wikidata.org/entity/Q5588668	Arvid Sture Bruzelius	http://www.wikidata.org/entity/Q3474108	kirurg, läkare, obstetriker, botaniker	surgeon, physician, obstetrician, botanist	1	Arzt, Geburtshelfer, Botaniker, Chirurg	médico, obstetra, botánico, cirujano
http://www.wikidata.org/entity/Q4982663	Helena Thornqvist	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4974544	Ullastina Rettig	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4977309	Susanne Schelin	http://www.wikidata.org/entity/Q1000633	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4990469	Nina Widerberg	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4974080	Mary Rapp	http://www.wikidata.org/entity/Q1000633	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q5716418	Gunnar Eriksson	http://www.wikidata.org/entity/Q848393	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4989663	Karin Schultz	http://www.wikidata.org/entity/Q2211	författare, konstnär, barnboksförfattare	writer, artist, children's writer	1	Künstler, Kinderbuchautor, Schriftsteller	artista, escritor de literatura infantil, escritor
http://www.wikidata.org/entity/Q4943916	Linda Dahl	http://www.wikidata.org/entity/Q1019101	sångare	singer	1	Sänger	cantante
http://www.wikidata.org/entity/Q6151370	Bo-Ebbe Löfberg	http://www.wikidata.org/entity/Q2211	läkare	physician	1	Arzt	médico
http://www.wikidata.org/entity/Q4963126	Martyna Lisowska	http://www.wikidata.org/entity/Q654299	sångare, skådespelare	singer, actor	1	Schauspieler, Sänger	actor, cantante
http://www.wikidata.org/entity/Q19799884	Olle Gäfvert	http://www.wikidata.org/entity/Q1019560	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q20652871	Per Nilsson	http://www.wikidata.org/entity/Q1021557	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q4960385	Christel Körner	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4961142	Minna Larsson	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4965507	Annika Marberg	http://www.wikidata.org/entity/Q654308	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4970774	Hertha Odeman	http://www.wikidata.org/entity/Q2211	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4959280	Maria Knutsson	http://www.wikidata.org/entity/Q2211	sångare, sångtextförfattare	singer, lyricist	1	Liedtexter, Sänger	letrista, cantante
http://www.wikidata.org/entity/Q18237205	Josef Almqvist	http://www.wikidata.org/entity/Q1019575	översättare	translator	1	Übersetzer	traductor
http://www.wikidata.org/entity/Q5979862	Anders Mattsson	http://www.wikidata.org/entity/Q3354228	politiker, bonde	politician, farmer	1	Politiker, Landwirt	político, agricultor
http://www.wikidata.org/entity/Q6064041	Kjell Rasmusson	http://www.wikidata.org/entity/Q2211	militär, pilot	military personnel, aircraft pilot	1	Militär, Pilot	militar, aviador
http://www.wikidata.org/entity/Q5713218	Theofil Engström	http://www.wikidata.org/entity/Q848393	sångare	singer	1	Sänger	cantante
http://www.wikidata.org/entity/Q4972164	Rebecca Pawlo	http://www.wikidata.org/entity/Q2211	filmskådespelare, skådespelare	film actor, actor	1	Schauspieler, Filmschauspieler	actor, actor de cine
http://www.wikidata.org/entity/Q4969813	Helena Nizic	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4980787	Brita Streijffert	http://www.wikidata.org/entity/Q2211	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q5969584	Björn Löfström	http://www.wikidata.org/entity/Q3519084	journalist, författare	journalist, writer	1	Journalist, Schriftsteller	periodista, escritor
http://www.wikidata.org/entity/Q5787997	Lennart Hanning	http://www.wikidata.org/entity/Q3335533	kompositör	composer	1	Komponist	compositor
http://www.wikidata.org/entity/Q5887131	Mattias Johansson	http://www.wikidata.org/entity/Q3470033	fotbollsspelare	association football player	1	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q4954516	Malin Holmberg-Karim	http://www.wikidata.org/entity/Q2211	skådespelare, filmproducent	actor, film producer	1	Schauspieler, Filmproduzent	actor, productor de cine
http://www.wikidata.org/entity/Q5555857	Petter Andersson på Myra	http://www.wikidata.org/entity/Q654308	smed	blacksmith	1	Schmied	herrero
http://www.wikidata.org/entity/Q4960133	Åsa Norman Kumlien	http://www.wikidata.org/entity/Q2430301	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q6067358	Leo Reis	http://www.wikidata.org/entity/Q2211	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q37011765	Torbjörn Sjöqvist	http://www.wikidata.org/entity/Q1021161	målare, lärare	painter, teacher	1	Lehrer, Maler	profesor, pintor
http://www.wikidata.org/entity/Q44853206	Kjerstin Stjernlöf	http://www.wikidata.org/entity/Q1019575	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q6027505	Mats Olsson	http://www.wikidata.org/entity/Q2211	författare, journalist, översättare	writer, journalist, translator	1	Schriftsteller, Übersetzer, Journalist	escritor, traductor, periodista
http://www.wikidata.org/entity/Q4984353	Maria Vedin	http://www.wikidata.org/entity/Q3335533	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4975908	Gunborg Runsten	http://www.wikidata.org/entity/Q1001109	sminkör	make-up artist	1	Maskenbildner	maquillador
http://www.wikidata.org/entity/Q5577042	Sven Bjelf	http://www.wikidata.org/entity/Q654308	journalist	journalist	1	Journalist	periodista
http://www.wikidata.org/entity/Q5595027	Jan Axelsson	http://www.wikidata.org/entity/Q654299	journalist	journalist	1	Journalist	periodista
http://www.wikidata.org/entity/Q44815462	Anders Gustaf Örbom	http://www.wikidata.org/entity/Q1021109	präst	priest	1	Priester	sacerdote
http://www.wikidata.org/entity/Q4945893	Gunilla Ehrenmark	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4946089	An-Marie Ekfeldt	http://www.wikidata.org/entity/Q25286	skådespelare, golfspelare, filmproducent	actor, golfer, film producer	1	Schauspieler, Filmproduzent, Golfspieler	actor, productor de cine, golfista
http://www.wikidata.org/entity/Q23989093	Eric Hemmingsson	http://www.wikidata.org/entity/Q1021324	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q26240508	Tage Björk	http://www.wikidata.org/entity/Q1021109	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q28650146	Vega Paulsson	http://www.wikidata.org/entity/Q1022428	konstnär, textilkonstnär	artist, textile artist	1	Künstler, Textilkünstler	artista, artista textil
http://www.wikidata.org/entity/Q30106597	Bertil Strandberg	http://www.wikidata.org/entity/Q1019575	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q45341029	Olle Källström	http://www.wikidata.org/entity/Q2211	konsthistoriker, kurator	art historian, curator	1	Kurator, Kunsthistoriker	conservador de museo, historiador del arte
http://www.wikidata.org/entity/Q4943630	Terese Cristiansson	http://www.wikidata.org/entity/Q2428380	författare, journalist	writer, journalist	1	Schriftsteller, Journalist	escritor, periodista
http://www.wikidata.org/entity/Q4958874	Mija Kinning	http://www.wikidata.org/entity/Q995369	TV-programledare	television presenter	1	Fernsehmoderator	presentador de televisión
http://www.wikidata.org/entity/Q43261208	Bror Sörnby	http://www.wikidata.org/entity/Q2211	målare, tecknare	painter, drawer	1	Zeichner, Maler	dibujante, pintor
http://www.wikidata.org/entity/Q44739020	Gustaf Strandberg	http://www.wikidata.org/entity/Q2211	målare, tecknare, skulptör	painter, drawer, sculptor	1	Bildhauer, Zeichner, Maler	escultor, dibujante, pintor
http://www.wikidata.org/entity/Q45371308	Johan Sten	http://www.wikidata.org/entity/Q2211	målare, tecknare	painter, drawer	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q4954394	Gun-Britt Holgersson	http://www.wikidata.org/entity/Q2211	musikproducent	record producer	1	Musikproduzent	productor discográfico
http://www.wikidata.org/entity/Q5776952	Tommy Gunnarsson	http://www.wikidata.org/entity/Q654308	musiker	musician	1	Musiker	músico
http://www.wikidata.org/entity/Q30229954	Kjell Åström	http://www.wikidata.org/entity/Q1019575	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q30331359	Hans Ångsäter	http://www.wikidata.org/entity/Q1019575	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q44020032	Gert Sparr	http://www.wikidata.org/entity/Q2211	grafiker, tecknare	graphic artist, drawer	1	Zeichner, Grafiker	dibujante, artista gráfico
http://www.wikidata.org/entity/Q5715364	Magnus Ericsson	http://www.wikidata.org/entity/Q654308	dirigent, violinist	conductor, violinist	1	Dirigent, Geiger	director de orquesta, violinista
http://www.wikidata.org/entity/Q4990816	Ingrid Ydén-Sandgren	http://www.wikidata.org/entity/Q2211	författare, översättare	writer, translator	1	Übersetzer, Schriftsteller	traductor, escritor
http://www.wikidata.org/entity/Q5717202	Peter Eriksson	http://www.wikidata.org/entity/Q654308	violast	violist	1	Bratschist	violista
http://www.wikidata.org/entity/Q5712811	Carl-Axel Engstad	http://www.wikidata.org/entity/Q654308	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q5760885	Sigurd Glans	http://www.wikidata.org/entity/Q654299	journalist	journalist	1	Journalist	periodista
http://www.wikidata.org/entity/Q5710402	Maurits Elvingsson	http://www.wikidata.org/entity/Q995545	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4949245	Doris Funcke	http://www.wikidata.org/entity/Q25286	skådespelare, filmskådespelare	actor, film actor	1	Schauspieler, Filmschauspieler	actor, actor de cine
http://www.wikidata.org/entity/Q4951477	Kerstin Nilsson	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q5733929	Waldemar Flodquist	http://www.wikidata.org/entity/Q654308	uppfinnare, industriidkare, civilingenjör	inventor, industrialist, civil engineer	1	Erfinder, Industrieller, Bauingenieur	inventor, industrial, ingeniero civil
http://www.wikidata.org/entity/Q23908014	Sami Kieksi	http://www.wikidata.org/entity/Q1000129	manusförfattare, regissör	screenwriter, director	1	Drehbuchautor, Regisseur	guionista, realizador
http://www.wikidata.org/entity/Q4945393	Anna Dunér	http://www.wikidata.org/entity/Q25286	författare, bibliotekarie	writer, librarian	1	Bibliothekar, Schriftsteller	bibliotecario, escritor
http://www.wikidata.org/entity/Q4981761	Inga Söderbaum	http://www.wikidata.org/entity/Q848393	gymnast, alpin skidåkare	gymnast, alpine skier	1	Turner, Skirennläufer	gimnasta, esquiador alpino
http://www.wikidata.org/entity/Q5616702	Jan Danielson	http://www.wikidata.org/entity/Q654308	TV-programledare	television presenter	1	Fernsehmoderator	presentador de televisión
http://www.wikidata.org/entity/Q19976496	Kerstin Ekengren	http://www.wikidata.org/entity/Q990771	textilkonstnär	textile artist	1	Textilkünstler	artista textil
http://www.wikidata.org/entity/Q17252507	Kurt Nylander	http://www.wikidata.org/entity/Q995545	teaterchef	theatre manager	1	Theaterleiter	mánager de teatro
http://www.wikidata.org/entity/Q43234473	Jakob Andreas Christofer Quensel	http://www.wikidata.org/entity/Q2211	domare	judge	1	Richter	juez
http://www.wikidata.org/entity/Q22337977	Gunnar Sörbom	http://www.wikidata.org/entity/Q995545	författare, universitetslärare	writer, university teacher	1	Schriftsteller, Hochschullehrer	escritor, profesor universitario
http://www.wikidata.org/entity/Q62015810	Adolf Fredrik Björlin	http://www.wikidata.org/entity/Q1019935	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q4938625	Cecilia Bergqvist	http://www.wikidata.org/entity/Q25286	skådespelare, sångare	actor, singer	1	Schauspieler, Sänger	actor, cantante
http://www.wikidata.org/entity/Q4939590	Anne Blomberg	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4980764	Katarina Strandmark	http://www.wikidata.org/entity/Q2211	filmskådespelare, skådespelare	film actor, actor	1	Filmschauspieler, Schauspieler	actor de cine, actor
http://www.wikidata.org/entity/Q56581116	Örjan Noring	http://www.wikidata.org/entity/Q1019578	konstnär, målare	artist, painter and varnisher	1	Künstler, Maler und Lackierer	artista, pintor
http://www.wikidata.org/entity/Q4943991	Cornelia Dahlgren	http://www.wikidata.org/entity/Q25286	musikproducent, röstskådespelare, sångare	record producer, voice actor, singer	1	Sänger, Sprecher, Musikproduzent	cantante, actor de voz, productor discográfico
http://www.wikidata.org/entity/Q56424912	Einar Wallström	http://www.wikidata.org/entity/Q1019575	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q51757051	Bo Siesjö	http://www.wikidata.org/entity/Q1019575	neuroforskare	neuroscientist	1	Neurowissenschaftler	neurocientífico
http://www.wikidata.org/entity/Q4964253	Helene Lundström	http://www.wikidata.org/entity/Q2211	röstskådespelare, skådespelare	voice actor, actor	1	Schauspieler, Sprecher	actor, actor de voz
http://www.wikidata.org/entity/Q4979211	Anette Skåhlberg	http://www.wikidata.org/entity/Q25286	skådespelare, manusförfattare, filmproducent, regissör	actor, screenwriter, film producer, director	1	Drehbuchautor, Schauspieler, Filmproduzent, Regisseur	guionista, actor, productor de cine, realizador
http://www.wikidata.org/entity/Q4940989	Blenda Bruno	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4964516	Ninni Löfberg	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q42302527	Brynolf Söderberg	http://www.wikidata.org/entity/Q939389	målare, tecknare	painter, drawer	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q43894373	Alice Sorenius	http://www.wikidata.org/entity/Q939389	målare, textilkonstnär, keramiker	painter, textile artist, ceramicist	1	Maler, Textilkünstler, Keramiker	pintor, artista textil, ceramista
http://www.wikidata.org/entity/Q4963942	Anette Lykke Lundberg	http://www.wikidata.org/entity/Q2211	filmklippare, regissör	film editor, director	1	Filmeditor, Regisseur	editor de cine, realizador
http://www.wikidata.org/entity/Q4991159	Gudrun Östbye	http://www.wikidata.org/entity/Q2211	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q1353847	Martin Jansson	http://www.wikidata.org/entity/Q849874	ishockeyspelare	ice hockey player	1	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q1412312	John Nilsson	http://www.wikidata.org/entity/Q849874	tävlingscyklist	sport cyclist	1	Radrennfahrer	ciclista
http://www.wikidata.org/entity/Q43239624	Ingegerd Skärby	http://www.wikidata.org/entity/Q2211	grafiker, målare, bildpedagog, tecknare	graphic artist, painter, drawing teacher, drawer	1	Zeichenlehrer, Zeichner, Maler, Grafiker	profesor de dibujo, dibujante, pintor, artista gráfico
http://www.wikidata.org/entity/Q4960733	Hanna Landing	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4946665	Barbro Enberg	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q108273312	Sten Booberg	http://www.wikidata.org/entity/Q1017138	gitarrist, låtskrivare, musikproducent	guitarist, songwriter, record producer	1	Musikproduzent, Songschreiber, Gitarrist	productor discográfico, compositor de canciones, guitarrista
