person	personLabelSv	cityOfBirth	occupationLabelsSv	occupationLabelsEn	sitelinks	occupationLabelsDe	occupationLabelsEs
http://www.wikidata.org/entity/Q5659894	Agneta Eichenholz	http://www.wikidata.org/entity/Q2211	sångare, operasångare	singer, opera singer	3	Sänger, Opernsänger	cantante, cantante de ópera
http://www.wikidata.org/entity/Q17560560	Peter Wettergren	http://www.wikidata.org/entity/Q293968	fotbollstränare, fotbollsspelare	association football manager, association football player	3	Fußballtrainer, Fußballspieler	entrenador de fútbol, futbolista
http://www.wikidata.org/entity/Q4947562	Bo Johansson	http://www.wikidata.org/entity/Q977073	affärsman	businessperson	3	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q6200503	Edvard Sylvén	http://www.wikidata.org/entity/Q298374	entomolog	entomologist	3	Entomologe	entomólogo
http://www.wikidata.org/entity/Q5584492	Goran Trpevski	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q4746526	Amir Aly	http://www.wikidata.org/entity/Q2167	låtskrivare, musikproducent	songwriter, record producer	3	Musikproduzent, Songschreiber	productor discográfico, compositor de canciones
http://www.wikidata.org/entity/Q11770273	Marja Elfman	http://www.wikidata.org/entity/Q305380	freestyleskidåkare	freestyle skier	3	Freistil-Skifahrer	esquiador acrobático
http://www.wikidata.org/entity/Q5614917	Adolf Dahl	http://www.wikidata.org/entity/Q898727	politiker, jurist	politician, jurist	3	Politiker, Jurist	político, jurista
http://www.wikidata.org/entity/Q50298547	Patrick Nordström	http://www.wikidata.org/entity/Q911875	keramiker	ceramicist	3	Keramiker	ceramista
http://www.wikidata.org/entity/Q1248204	Gösta Montell	http://www.wikidata.org/entity/Q977248	etnolog	ethnologist	3	Ethnologe	etnólogo
http://www.wikidata.org/entity/Q5620965	Gustaf Armgarth	http://www.wikidata.org/entity/Q983681	fäktare	fencer	3	Fechter	esgrimista
http://www.wikidata.org/entity/Q5802833	Allan Hernelius	http://www.wikidata.org/entity/Q983889	politiker	politician	3	Politiker	político
http://www.wikidata.org/entity/Q4965627	Margareta Clausdotter	http://www.wikidata.org/entity/Q984831	författare, nunna, biograf	writer, nun, biographer	3	Nonne, Schriftsteller, Biograf	monja, escritor, biógrafo
http://www.wikidata.org/entity/Q16596059	Li Pamp	http://www.wikidata.org/entity/Q2211	TV-programledare	television presenter	3	Fernsehmoderator	presentador de televisión
http://www.wikidata.org/entity/Q7172506	Peter Almqvist	http://www.wikidata.org/entity/Q2167	jazzgitarrist	jazz guitarist	3	Jazz-Gitarrist	guitarrista de jazz
http://www.wikidata.org/entity/Q110952763	Samira Manners	http://www.wikidata.org/entity/Q369863	sångare, låtskrivare	singer, songwriter	3	Sänger, Songschreiber	cantante, compositor de canciones
http://www.wikidata.org/entity/Q16043412	Torgny Gynnerstedt	http://www.wikidata.org/entity/Q2167	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q4976153	Anna-Lisa Ryding	http://www.wikidata.org/entity/Q988403	skådespelare	actor	3	Schauspieler	actor
http://www.wikidata.org/entity/Q5217716	Daniel Josefsson	http://www.wikidata.org/entity/Q988403	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q16166337	Åke Bergman	http://www.wikidata.org/entity/Q2211	simmare	swimmer	3	Schwimmer	nadador
http://www.wikidata.org/entity/Q54478558	Andrée Michelsson	http://www.wikidata.org/entity/Q2211	basketspelare	basketball player	3	Basketballspieler	baloncestista
http://www.wikidata.org/entity/Q16165411	Göran Bundy	http://www.wikidata.org/entity/Q2211	diplomat, politiker	diplomat, politician	3	Politiker, Diplomat	político, diplomático
http://www.wikidata.org/entity/Q52384275	Henry Hardarson	http://www.wikidata.org/entity/Q2211	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5950396	Hans Lidman	http://www.wikidata.org/entity/Q977073	författare	writer	3	Schriftsteller	escritor
http://www.wikidata.org/entity/Q6042806	Eric Sigfrid Persson	http://www.wikidata.org/entity/Q983681	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q8247055	Bertil Hylmö	http://www.wikidata.org/entity/Q2167	botaniker	botanist	3	Botaniker	botánico
http://www.wikidata.org/entity/Q5553755	William Y. Anderson	http://www.wikidata.org/entity/Q645351	flygaräss	flying ace	3	Fliegerass	as de la aviación
http://www.wikidata.org/entity/Q7607447	Sten Sjögren	http://www.wikidata.org/entity/Q2167	handbollsspelare	handball player	3	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q7616432	Stig Bornhager	http://www.wikidata.org/entity/Q2167	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q5714903	Sigfrid Ericson	http://www.wikidata.org/entity/Q516883	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q15732801	Mattias Ståhl	http://www.wikidata.org/entity/Q654268	musiker, jazzmusiker	musician, jazz musician	3	Musiker, Jazzmusiker	músico, músico de jazz
http://www.wikidata.org/entity/Q6238552	Wilhelm Westrup	http://www.wikidata.org/entity/Q2167	politiker	politician	3	Politiker	político
http://www.wikidata.org/entity/Q5555932	Rolf Andersson	http://www.wikidata.org/entity/Q654268	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q56072718	Jetmir Haliti	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q16562723	Hans Palmquist	http://www.wikidata.org/entity/Q654268	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q3615332	Anders Blomqvist	http://www.wikidata.org/entity/Q611013	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q18183610	Tina Thunander	http://www.wikidata.org/entity/Q2167	författare, journalist	writer, journalist	3	Schriftsteller, Journalist	escritor, periodista
http://www.wikidata.org/entity/Q466427	Jonas Lundh	http://www.wikidata.org/entity/Q985617	målare, trumslagare	painter, percussionist	3	Maler, Perkussionist	pintor, percusionista
http://www.wikidata.org/entity/Q6065753	Patrik Redo	http://www.wikidata.org/entity/Q491730	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q16596476	Julia Strömberg	http://www.wikidata.org/entity/Q2167	målare	painter	3	Maler	pintor
http://www.wikidata.org/entity/Q5579060	Einar Blidberg	http://www.wikidata.org/entity/Q645351	sjöofficer	naval officer	3	Marineoffizier	oficial naval
http://www.wikidata.org/entity/Q6204745	Joakim Mattsson	http://www.wikidata.org/entity/Q645351	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q6215002	Johan Dahlberg	http://www.wikidata.org/entity/Q645351	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q6178363	Tomas Sjödin	http://www.wikidata.org/entity/Q645351	författare	writer	3	Schriftsteller	escritor
http://www.wikidata.org/entity/Q5716275	Henrik Gustafsson	http://www.wikidata.org/entity/Q649659	motorcykelförare	motorcycle rider	3	Motorradrennfahrer	piloto de motociclismo
http://www.wikidata.org/entity/Q18888723	Ragnar Blomqvist	http://www.wikidata.org/entity/Q2167	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q6053375	Tomas Pontén	http://www.wikidata.org/entity/Q21166	skådespelare, filmregissör, regissör	actor, film director, director	3	Schauspieler, Regisseur, Filmregisseur	actor, realizador, director de cine
http://www.wikidata.org/entity/Q18238133	Fredrik Christensson	http://www.wikidata.org/entity/Q602574	politiker	politician	3	Politiker	político
http://www.wikidata.org/entity/Q5970219	Gula gubben	http://www.wikidata.org/entity/Q21166	sångare	singer	3	Sänger	cantante
http://www.wikidata.org/entity/Q1595835	Jan Henrik Swahn	http://www.wikidata.org/entity/Q2211	författare, översättare	writer, translator	3	Übersetzer, Schriftsteller	traductor, escritor
http://www.wikidata.org/entity/Q19380917	Malin Källström	http://www.wikidata.org/entity/Q2167	seglare	sailor	3	Segler	regatista
http://www.wikidata.org/entity/Q48963730	Inge Johansson	http://www.wikidata.org/entity/Q2211	schackspelare	chess player	3	Schachspieler	ajedrecista
http://www.wikidata.org/entity/Q1474575	Sonja Sonnenfeld	http://www.wikidata.org/entity/Q2211	skådespelare, författare	actor, writer	3	Schriftsteller, Schauspieler	escritor, actor
http://www.wikidata.org/entity/Q5568656	Isaac Béen	http://www.wikidata.org/entity/Q602574	präst	priest	3	Priester	sacerdote
http://www.wikidata.org/entity/Q18245652	Torbjörn von Schantz	http://www.wikidata.org/entity/Q634231	zoolog	zoologist	3	Zoologe	zoólogo
http://www.wikidata.org/entity/Q15880671	Philip Eriksson	http://www.wikidata.org/entity/Q496201	golfspelare	golfer	3	Golfspieler	golfista
http://www.wikidata.org/entity/Q1554772	Gunnar Norrman	http://www.wikidata.org/entity/Q2211	målare	painter	3	Maler	pintor
http://www.wikidata.org/entity/Q20652885	Lars-Bertil Persson	http://www.wikidata.org/entity/Q2167	militär, testpilot	military personnel, test pilot	3	Testpilot, Militär	piloto de pruebas, militar
http://www.wikidata.org/entity/Q16650097	John Olsson	http://www.wikidata.org/entity/Q847665	arkitekt, skulptör	architect, sculptor	3	Architekt, Bildhauer	arquitecto, escultor
http://www.wikidata.org/entity/Q6026206	Bengt Harding Olson	http://www.wikidata.org/entity/Q744491	politiker	politician	3	Politiker	político
http://www.wikidata.org/entity/Q16650567	Christoffer Wallroth	http://www.wikidata.org/entity/Q847769	tecknare, målare	drawer, painter	3	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q5938793	Stiko Per Larsson	http://www.wikidata.org/entity/Q1003260	låtskrivare, sångare, musiker	songwriter, singer, musician	3	Musiker, Sänger, Songschreiber	músico, cantante, compositor de canciones
http://www.wikidata.org/entity/Q6238729	Otto Georg Wetterstrand	http://www.wikidata.org/entity/Q21166	psykolog, psykiater	psychologist, psychiatrist	3	Psychologe, Psychiater	psicólogo, psiquiatra
http://www.wikidata.org/entity/Q5754760	Carl-Erik af Geijerstam	http://www.wikidata.org/entity/Q21166	författare, poet	writer, poet	3	Schriftsteller, Dichter	escritor, poeta
http://www.wikidata.org/entity/Q5602827	Richard Carlsohn	http://www.wikidata.org/entity/Q988403	skådespelare, sångare	actor, singer	3	Schauspieler, Sänger	actor, cantante
http://www.wikidata.org/entity/Q60841131	Amr Kaddoura	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q6323359	William Dahl	http://www.wikidata.org/entity/Q503050	romanförfattare	novelist	3	Romancier	novelista
http://www.wikidata.org/entity/Q5891875	Mattias Jonsson	http://www.wikidata.org/entity/Q602574	politiker	politician	3	Politiker	político
http://www.wikidata.org/entity/Q5609149	Jonas Claesson	http://www.wikidata.org/entity/Q985616	bandyspelare, bandytränare	bandy player, bandy coach	3	Bandyspieler	jugador de bandy
http://www.wikidata.org/entity/Q6195701	Fredrik Sundbärg	http://www.wikidata.org/entity/Q1003260	arkitekt, målare	architect, painter and varnisher	3	Architekt, Maler und Lackierer	arquitecto, pintor
http://www.wikidata.org/entity/Q16062945	Jonas Jonsson	http://www.wikidata.org/entity/Q1001905	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q5802872	Carl Ferdinand Hernlund	http://www.wikidata.org/entity/Q1001905	målare	painter	3	Maler	pintor
http://www.wikidata.org/entity/Q59679171	Sven Fornling	http://www.wikidata.org/entity/Q2211	idrottare	athlete	3	Sportler	deportista
http://www.wikidata.org/entity/Q6758331	Markus Modigs	http://www.wikidata.org/entity/Q634231	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q20750924	Jens Holmström	http://www.wikidata.org/entity/Q744491	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q16225424	Christoffer Törngren	http://www.wikidata.org/entity/Q634231	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5890368	Thomas H Jonasson	http://www.wikidata.org/entity/Q611013	motorcykelförare	motorcycle rider	3	Motorradrennfahrer	piloto de motociclismo
http://www.wikidata.org/entity/Q79145322	Henrik Jönsson	http://www.wikidata.org/entity/Q2211	entreprenör, youtubare	entrepreneur, YouTuber	3	Unternehmer, YouTuber	emprendedor, youtuber
http://www.wikidata.org/entity/Q5810968	Nils Holmberg	http://www.wikidata.org/entity/Q744491	sprinter	sprinter	3	Sprinter	velocista
http://www.wikidata.org/entity/Q6198655	Jesper Svensson	http://www.wikidata.org/entity/Q634231	bowlare	bowler	3	Bowlingspieler	jugador de bolos
http://www.wikidata.org/entity/Q5721575	August Ewe	http://www.wikidata.org/entity/Q988403	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q5801374	Gunnar Henriksson	http://www.wikidata.org/entity/Q985617	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q19826733	Henrik Sjöström	http://www.wikidata.org/entity/Q2167	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q23771362	Kevin Eriksson	http://www.wikidata.org/entity/Q738338	racerbilförare	racing automobile driver	3	Autorennfahrer	piloto de automovilismo
http://www.wikidata.org/entity/Q13417669	Johan Löfstedt	http://www.wikidata.org/entity/Q611013	bandyspelare	bandy player	3	Bandyspieler	jugador de bandy
http://www.wikidata.org/entity/Q5620973	Gustaf Broberg	http://www.wikidata.org/entity/Q21166	roddare	rower	3	Ruderer	remero
http://www.wikidata.org/entity/Q5544305	Sven Ahlström	http://www.wikidata.org/entity/Q2211	skådespelare	actor	3	Schauspieler	actor
http://www.wikidata.org/entity/Q3183268	Jonas Larsson	http://www.wikidata.org/entity/Q734356	basketspelare	basketball player	3	Basketballspieler	baloncestista
http://www.wikidata.org/entity/Q5560630	Alfred Arwidius	http://www.wikidata.org/entity/Q2211	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q5560724	Muamet Asanovski	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q5706297	Pär Edlund	http://www.wikidata.org/entity/Q738338	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q3439510	Torbjörn Lodén	http://www.wikidata.org/entity/Q738338	sinolog	sinologist	3	Sinologe	sinólogo
http://www.wikidata.org/entity/Q777643	Carl Frick	http://www.wikidata.org/entity/Q2211	affärsman	businessperson	3	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q6237151	Anders Wesström	http://www.wikidata.org/entity/Q930262	kompositör, organist, violinist, musiklärare	composer, organist, violinist, music teacher	3	Komponist, Geiger, Musiklehrer, Organist	compositor, violinista, profesor de música, organista
http://www.wikidata.org/entity/Q5772264	Emund Gripenhielm	http://www.wikidata.org/entity/Q21166	historiker, ämbetsman, filolog	historian, civil servant, philologist	3	Staatsdiener, Historiker, Philologe	funcionario, historiador, filólogo
http://www.wikidata.org/entity/Q17516081	Åke Sjöberg	http://www.wikidata.org/entity/Q930262	assyrolog	assyriologist	3	Assyriologe	asiriólogo
http://www.wikidata.org/entity/Q26240325	Sara Hagström	http://www.wikidata.org/entity/Q21166	orienterare	orienteer	3	Orientierungsläufer	orientador
http://www.wikidata.org/entity/Q5891235	Birger Jonson	http://www.wikidata.org/entity/Q21166	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q6073173	Georg Ringström	http://www.wikidata.org/entity/Q847769	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q5769269	Sebastian Grave	http://www.wikidata.org/entity/Q847769	affärsman	businessperson	3	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q4984675	Margit Vinge	http://www.wikidata.org/entity/Q21166	politiker, aktuarie	politician, actuary	3	Politiker, Aktuar	político, actuario
http://www.wikidata.org/entity/Q11967355	Emma Zackrisson	http://www.wikidata.org/entity/Q388953	golfspelare	golfer	3	Golfspieler	golfista
http://www.wikidata.org/entity/Q63679343	Arvid Holm	http://www.wikidata.org/entity/Q744491	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q66386986	Linnea Svensson	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	3	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q16224582	Isak Arvidsson	http://www.wikidata.org/entity/Q429467	tennisspelare	tennis player	3	Tennisspieler	tenista
http://www.wikidata.org/entity/Q6206795	Lennart Tham	http://www.wikidata.org/entity/Q21166	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q22006102	Lars Kvant	http://www.wikidata.org/entity/Q2211	squashspelare	squash player	3	Squashspieler	jugador de squash
http://www.wikidata.org/entity/Q63681348	Mauritz Lundstedt	http://www.wikidata.org/entity/Q2211	arkitekt	architect	3	Architekt	arquitecto
http://www.wikidata.org/entity/Q10539496	Jan Helin	http://www.wikidata.org/entity/Q738338	journalist	journalist	3	Journalist	periodista
http://www.wikidata.org/entity/Q5571949	Jan Berggren	http://www.wikidata.org/entity/Q2211	affärsman	businessperson	3	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q5572133	Svante Bergh	http://www.wikidata.org/entity/Q2211	målare	painter	3	Maler	pintor
http://www.wikidata.org/entity/Q5492383	Frans Möller	http://www.wikidata.org/entity/Q2211	simmare	swimmer	3	Schwimmer	nadador
http://www.wikidata.org/entity/Q21063257	Adam Tilander	http://www.wikidata.org/entity/Q21166	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q6090951	Jonas Samuelsson	http://www.wikidata.org/entity/Q21166	handbollsspelare	handball player	3	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q24452302	Kristoffer Söder	http://www.wikidata.org/entity/Q21166	ishockeyspelare	ice hockey player	3	Eishockeyspieler	jugador de hockey sobre hielo
