person	personLabelSv	cityOfBirth	occupationLabelsDe	occupationLabelsEs	sitelinks
http://www.wikidata.org/entity/Q6199301	Henrik Svenungsson	http://www.wikidata.org/entity/Q25287	Priester	sacerdote	3
http://www.wikidata.org/entity/Q6191106	Zoran Stojcevski	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q6193291	Gustaf Strömberg	http://www.wikidata.org/entity/Q25287	Astronom	astrónomo	3
http://www.wikidata.org/entity/Q5743351	Per Friberg	http://www.wikidata.org/entity/Q25411	Professor, Architekt, Landschaftsarchitekt	catedrático, arquitecto, arquitecto del paisaje	3
http://www.wikidata.org/entity/Q2302669	Johan David Valerius	http://www.wikidata.org/entity/Q25287	Schriftsteller, Übersetzer	escritor, traductor	3
http://www.wikidata.org/entity/Q5573792	Edwin Berling	http://www.wikidata.org/entity/Q25411	Politiker	político	3
http://www.wikidata.org/entity/Q18246042	Gudrun Steenberg	http://www.wikidata.org/entity/Q25287	Architekt, Bildhauer	arquitecto, escultor	3
http://www.wikidata.org/entity/Q6179561	Carl Wilhelm Skarstedt	http://www.wikidata.org/entity/Q25287	Theologe	teólogo	3
http://www.wikidata.org/entity/Q5572473	Sten Berglund	http://www.wikidata.org/entity/Q2741549	Politikwissenschaftler	politólogo	3
http://www.wikidata.org/entity/Q5609574	Rolf Clarkson	http://www.wikidata.org/entity/Q25411	Politiker	político	3
http://www.wikidata.org/entity/Q5898975	Axel Kandell	http://www.wikidata.org/entity/Q25411	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6185005	Gustaf Adolf Sparre (1746–1794)	http://www.wikidata.org/entity/Q25287	Kunstsammler, Rechtsanwalt, Geschäftsmann	coleccionista de arte, abogado, empresario	3
http://www.wikidata.org/entity/Q19380183	Lotta Harrysson	http://www.wikidata.org/entity/Q25287	Segler	regatista	3
http://www.wikidata.org/entity/Q2293392	Mikaela Parmlid	http://www.wikidata.org/entity/Q25287	Golfspieler	golfista	3
http://www.wikidata.org/entity/Q6163722	Yngve Rasmussen	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q17627578	Caroline Larsson	http://www.wikidata.org/entity/Q25287	Songschreiber, Sänger	compositor de canciones, cantante	3
http://www.wikidata.org/entity/Q7174985	Peter Johansson	http://www.wikidata.org/entity/Q2687722	Fußballtrainer, Fußballspieler	entrenador de fútbol, futbolista	3
http://www.wikidata.org/entity/Q5586643	Kalle Brink	http://www.wikidata.org/entity/Q25411	Golfspieler	golfista	3
http://www.wikidata.org/entity/Q6015381	Peter Nordin	http://www.wikidata.org/entity/Q25411	Informatiker, Geschäftsmann, Forscher zur künstlichen Intelligenz	informático teórico, empresario, investigador de la inteligencia artificial	3
http://www.wikidata.org/entity/Q17711728	Anna Maria Friman	http://www.wikidata.org/entity/Q25287	Sänger	cantante	3
http://www.wikidata.org/entity/Q6011200	Mats Nilsson	http://www.wikidata.org/entity/Q25411	Mixed-Martial-Arts-Kämpfer, Judoka	luchador de artes marciales mixtas, yudoca	3
http://www.wikidata.org/entity/Q96321668	Helena Sångeland	http://www.wikidata.org/entity/Q25287	Diplomat	diplomático	3
http://www.wikidata.org/entity/Q16633158	Kyle Konwea	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5781896	Erik Hagberg	http://www.wikidata.org/entity/Q25411	Politiker, Chefredakteur	político, redactor jefe	3
http://www.wikidata.org/entity/Q5873188	Hjalmar Öhagen	http://www.wikidata.org/entity/Q2741549	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q17265839	Greta Welamson	http://www.wikidata.org/entity/Q25287	Zeichner, Zeichenlehrer, Maler	dibujante, profesor de dibujo, pintor	3
http://www.wikidata.org/entity/Q17236777	Marcus Dahlin	http://www.wikidata.org/entity/Q25287	Handballspieler	balonmanista	3
http://www.wikidata.org/entity/Q18575800	Lotten von Gegerfelt	http://www.wikidata.org/entity/Q25287	Maler	pintor	3
http://www.wikidata.org/entity/Q23136033	Henry Holmberg	http://www.wikidata.org/entity/Q2687722	Wrestler	luchador	3
http://www.wikidata.org/entity/Q6012195	Ulf Karl Olov Nilsson	http://www.wikidata.org/entity/Q1615045	Schriftsteller, Dichter, Psychotherapeut	escritor, poeta, psicoterapeuta	3
http://www.wikidata.org/entity/Q6223302	Thomas von Vegesack	http://www.wikidata.org/entity/Q1574389	Schriftsteller	escritor	3
http://www.wikidata.org/entity/Q16227995	Sigfrid Moen	http://www.wikidata.org/entity/Q1610313	Missionar, Fotograf, Linguist	misionero, fotógrafo, lingüista	3
http://www.wikidata.org/entity/Q64808406	Albert Johansson	http://www.wikidata.org/entity/Q25457	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q18162139	Ernst Antevs	http://www.wikidata.org/entity/Q2671676	Dozent, Geologe, Archäologe, Mineraloge	docente, geólogo, arqueólogo, mineralogista	3
http://www.wikidata.org/entity/Q20641538	Daniel Swärd	http://www.wikidata.org/entity/Q2736142	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5997355	Åke Munthe	http://www.wikidata.org/entity/Q25415	Rektor, Philologe	rector, filólogo	3
http://www.wikidata.org/entity/Q5556572	Stefan Andreasson	http://www.wikidata.org/entity/Q26040	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5615713	Peter Dahlqvist	http://www.wikidata.org/entity/Q26040	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q16212839	Adam Byström Johansson	http://www.wikidata.org/entity/Q1574389	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5901810	Magnus Karlsson	http://www.wikidata.org/entity/Q1554356	Motorradrennfahrer	piloto de motociclismo	3
http://www.wikidata.org/entity/Q16650621	Fredrik Wohlfart	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	3
http://www.wikidata.org/entity/Q860384	Markus Leoson	http://www.wikidata.org/entity/Q25413	Perkussionist, Hochschullehrer	percusionista, profesor universitario	3
http://www.wikidata.org/entity/Q5745363	Henrik Fritzon	http://www.wikidata.org/entity/Q25415	Politiker	político	3
http://www.wikidata.org/entity/Q5747727	Reynoldh Furustrand	http://www.wikidata.org/entity/Q25415	Politiker	político	3
http://www.wikidata.org/entity/Q6236017	Peter Wennerström	http://www.wikidata.org/entity/Q1574389	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q6043830	Swen Persson	http://www.wikidata.org/entity/Q10604849	Politiker	político	3
http://www.wikidata.org/entity/Q19977308	Paula Törnqvist	http://www.wikidata.org/entity/Q25287	Reiter, Vielseitigkeitsreiter	jinete hípico, jinete de evento	3
http://www.wikidata.org/entity/Q20030960	Claes Turitz	http://www.wikidata.org/entity/Q25287	Leiter, Segler	director, regatista	3
http://www.wikidata.org/entity/Q5973475	Carl Theodor Malm	http://www.wikidata.org/entity/Q25415	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q3828508	Jan Arvid Hellström	http://www.wikidata.org/entity/Q1725770	Theologe, Hochschullehrer, Schriftsteller, Kirchenhistoriker, Autor	teólogo, profesor universitario, escritor, historiador de la Iglesia, autor	3
http://www.wikidata.org/entity/Q20155110	Sven Steen	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5543768	Boo Ahl	http://www.wikidata.org/entity/Q25415	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q47089738	Hjördis Levin	http://www.wikidata.org/entity/Q10671929	Historiker, Schriftsteller	historiador, escritor	3
http://www.wikidata.org/entity/Q101513	Clara Nordström	http://www.wikidata.org/entity/Q25789	Schriftsteller, Übersetzer, Linguist	escritor, traductor, lingüista	3
http://www.wikidata.org/entity/Q5757579	Georg Gezelius	http://www.wikidata.org/entity/Q25415	Schriftsteller, Priester, Historiker	escritor, sacerdote, historiador	3
http://www.wikidata.org/entity/Q1279969	Lars Olofsson	http://www.wikidata.org/entity/Q26937	Geschäftsmann, Unternehmensleiter	empresario, jefe de empresa	3
http://www.wikidata.org/entity/Q4950909	Elin Grelsson Almestad	http://www.wikidata.org/entity/Q1650203	Journalist	periodista	3
http://www.wikidata.org/entity/Q6024883	Carl Olinder	http://www.wikidata.org/entity/Q25415	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5554906	Joakim Andersson	http://www.wikidata.org/entity/Q25415	Wasserspringer	saltador	3
http://www.wikidata.org/entity/Q2653103	Ann-Sofie Rase	http://www.wikidata.org/entity/Q2137552	Schauspieler	actor	3
http://www.wikidata.org/entity/Q5796009	Björner Hedlund	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5969317	Petter Löberg	http://www.wikidata.org/entity/Q26040	Politiker, Lehrer an Sekundarschule	político, profesor de enseñanza secundaria	3
http://www.wikidata.org/entity/Q166123	Sebastian Ottosson	http://www.wikidata.org/entity/Q25789	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5785397	Johan Halvardsson	http://www.wikidata.org/entity/Q25415	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q4953946	Eva Hild	http://www.wikidata.org/entity/Q29988	Bildhauer, Keramiker	escultor, ceramista	3
http://www.wikidata.org/entity/Q57168779	Jessica Thunander	http://www.wikidata.org/entity/Q25287	Politiker	político	3
http://www.wikidata.org/entity/Q3057366	Ernst Nordin	http://www.wikidata.org/entity/Q2118695	Bildhauer	escultor	3
http://www.wikidata.org/entity/Q20811022	Mauritz Hugo	http://www.wikidata.org/entity/Q25287	Schauspieler, Fernsehschauspieler	actor, actor de televisión	3
http://www.wikidata.org/entity/Q4933640	Gunilla Abrahamsson	http://www.wikidata.org/entity/Q25724	Schauspieler, Filmschauspieler	actor, actor de cine	3
http://www.wikidata.org/entity/Q4938402	Kerstin Berger	http://www.wikidata.org/entity/Q25724	Schauspieler	actor	3
http://www.wikidata.org/entity/Q5482535	Rudolf Söderberg	http://www.wikidata.org/entity/Q29988	Schriftsteller, Lehrer, Ornithologe, Zeichner	escritor, profesor, ornitólogo, dibujante	3
http://www.wikidata.org/entity/Q5555098	Jörgen Andersson	http://www.wikidata.org/entity/Q2199635	Schauspieler	actor	3
http://www.wikidata.org/entity/Q1789329	Kristina Brounéus	http://www.wikidata.org/entity/Q2065347	Skilangläufer, Biathlet	esquiador de fondo, biatleta	3
http://www.wikidata.org/entity/Q4980460	Ruth Stevens	http://www.wikidata.org/entity/Q25724	Schauspieler	actor	3
http://www.wikidata.org/entity/Q5301747	Douglas Lögdal	http://www.wikidata.org/entity/Q26518	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q18202390	Maria Strömkvist	http://www.wikidata.org/entity/Q10727194	Politiker	político	3
http://www.wikidata.org/entity/Q6226019	Tore Virke	http://www.wikidata.org/entity/Q26040	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6199318	Nils Svenwall	http://www.wikidata.org/entity/Q26040	Maler	pintor	3
http://www.wikidata.org/entity/Q5125020	Claes af Geijerstam	http://www.wikidata.org/entity/Q25724	Komponist, DJ, Musiker, Hörfunkmoderator	compositor, disc-jockey, músico, personalidad de radio	3
http://www.wikidata.org/entity/Q6025289	Bengt Ollén	http://www.wikidata.org/entity/Q29988	Dirigent	director de orquesta	3
http://www.wikidata.org/entity/Q6239554	Olof Wibelius	http://www.wikidata.org/entity/Q26518	Jurist, Staatsdiener	jurista, funcionario	3
http://www.wikidata.org/entity/Q6255273	John Åkerlund	http://www.wikidata.org/entity/Q26040	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q20743485	Allan Berglund	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6251083	Helge Zandén	http://www.wikidata.org/entity/Q26040	Grafiker, Maler	artista gráfico, pintor	3
http://www.wikidata.org/entity/Q5565931	Charles Barkel	http://www.wikidata.org/entity/Q2263677	Konzertmeister, Geiger	concertino, violinista	3
http://www.wikidata.org/entity/Q58339014	Samuel Fagemo	http://www.wikidata.org/entity/Q25287	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q26240143	Maria Dauerer	http://www.wikidata.org/entity/Q25287	Apotheker	farmacéutico	3
http://www.wikidata.org/entity/Q23918424	Robin Book	http://www.wikidata.org/entity/Q25411	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5933172	Sven Lampell	http://www.wikidata.org/entity/Q26518	Militär, Pilot	militar, aviador	3
http://www.wikidata.org/entity/Q4964862	Regan Magarity	http://www.wikidata.org/entity/Q25724	Basketballspieler	baloncestista	3
http://www.wikidata.org/entity/Q5606528	Erik Chambert	http://www.wikidata.org/entity/Q25724	Möbeldesigner, Designer	diseñador de mobiliario, diseñador	3
http://www.wikidata.org/entity/Q77524380	Taylor Silverholt	http://www.wikidata.org/entity/Q26521	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5928902	Johan Gustaf Köhler	http://www.wikidata.org/entity/Q26518	Maler	pintor	3
http://www.wikidata.org/entity/Q5569659	Jörgen Bemström	http://www.wikidata.org/entity/Q26518	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q4989436	Evy Palm	http://www.wikidata.org/entity/Q29988	Marathonläufer	maratonista	3
http://www.wikidata.org/entity/Q4963044	Hildegard Lindzén	http://www.wikidata.org/entity/Q26345	Schauspieler, Balletttänzer, Tänzer	actor, bailarín de ballet, bailarín	3
http://www.wikidata.org/entity/Q18237847	Maja Braathen	http://www.wikidata.org/entity/Q26476	Künstler	artista	3
http://www.wikidata.org/entity/Q18246234	Cassandra Sundin	http://www.wikidata.org/entity/Q26476	Politiker	político	3
http://www.wikidata.org/entity/Q5579584	Arne Blomkvist	http://www.wikidata.org/entity/Q29988	Politiker	político	3
http://www.wikidata.org/entity/Q2151652	Rickard Claesson	http://www.wikidata.org/entity/Q2373192	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5784786	Bengt Hallgren	http://www.wikidata.org/entity/Q26345	Schriftsteller, Priester, Theologe	escritor, sacerdote, teólogo	3
http://www.wikidata.org/entity/Q5562919	Torbjörn Axelman	http://www.wikidata.org/entity/Q26498	Schauspieler, Dichter, Drehbuchautor, Fernsehproduzent, Regisseur, Journalist, Filmregisseur	actor, poeta, guionista, productor de televisión, realizador, periodista, director de cine	3
http://www.wikidata.org/entity/Q4830301	Axel John Beck	http://www.wikidata.org/entity/Q2377746	Rechtsanwalt, Richter	abogado, juez	3
http://www.wikidata.org/entity/Q6026270	J Fred Olson	http://www.wikidata.org/entity/Q26345	Architekt, Maler, Zeichner	arquitecto, pintor, dibujante	3
http://www.wikidata.org/entity/Q19008419	Johan Krafman	http://www.wikidata.org/entity/Q25411	Sänger, Songschreiber	cantante, compositor de canciones	3
http://www.wikidata.org/entity/Q5648669	Hanna Eriksson	http://www.wikidata.org/entity/Q26518	Schwimmer	nadador	3
http://www.wikidata.org/entity/Q22249564	Johanna Nilsson	http://www.wikidata.org/entity/Q26345	Langstreckenläufer, Mittelstreckenläufer	fondista, mediofondista	3
http://www.wikidata.org/entity/Q18626518	Jonas Dahlgren	http://www.wikidata.org/entity/Q25411	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5612568	Henric de la Cour	http://www.wikidata.org/entity/Q26498	Sänger, Musiker	cantante, músico	3
http://www.wikidata.org/entity/Q5787764	Richard Hanisch	http://www.wikidata.org/entity/Q26498	Handballspieler	balonmanista	3
http://www.wikidata.org/entity/Q5717247	Robert Eriksson	http://www.wikidata.org/entity/Q26498	Schlagzeuger, Musiker	baterista, músico	3
http://www.wikidata.org/entity/Q5784860	Åke Hallgren	http://www.wikidata.org/entity/Q29988	Leichtathlet	atleta	3
http://www.wikidata.org/entity/Q16212480	Adam Bergendahl	http://www.wikidata.org/entity/Q26476	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q16224917	Mattias Saari	http://www.wikidata.org/entity/Q26476	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q6078487	Albin Roosval	http://www.wikidata.org/entity/Q26345	Filmproduzent, Kulturjournalist	productor de cine, periodista cultural	3
http://www.wikidata.org/entity/Q5738074	Gunnar Forszén	http://www.wikidata.org/entity/Q2065347	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5553542	Ivar Anderson	http://www.wikidata.org/entity/Q26345	Politiker, Redakteur	político, editor colaborador	3
http://www.wikidata.org/entity/Q18237732	Kevin Bisse	http://www.wikidata.org/entity/Q26518	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5571903	Emil Berggren	http://www.wikidata.org/entity/Q26498	Handballspieler	balonmanista	3
http://www.wikidata.org/entity/Q19834597	Andreas Svanebo	http://www.wikidata.org/entity/Q26476	Skilangläufer, Triathlet	esquiador de fondo, triatleta	3
http://www.wikidata.org/entity/Q15694952	Harald Mores	http://www.wikidata.org/entity/Q2286907	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6219813	Gösta Unefäldt	http://www.wikidata.org/entity/Q2274581	Drehbuchautor, Autor	guionista, autor	3
http://www.wikidata.org/entity/Q5554492	Folke Andersson	http://www.wikidata.org/entity/Q26498	Schauspieler, Sänger, Opernsänger	actor, cantante, cantante de ópera	3
http://www.wikidata.org/entity/Q6002279	Peter Nahlin	http://www.wikidata.org/entity/Q26498	Motorradrennfahrer	piloto de motociclismo	3
http://www.wikidata.org/entity/Q19843494	Fredrik Holmlund	http://www.wikidata.org/entity/Q26518	Songschreiber, Musiker	compositor de canciones, músico	3
http://www.wikidata.org/entity/Q1525689	Gun Jacobson	http://www.wikidata.org/entity/Q26476	Schriftsteller	escritor	3
http://www.wikidata.org/entity/Q5779986	Simon Gärdenfors	http://www.wikidata.org/entity/Q2102400	Cartoonist, Moderator	humorista gráfico, presentador	3
http://www.wikidata.org/entity/Q3120874	Gunnar Nilsson	http://www.wikidata.org/entity/Q25789	Bildhauer	escultor	3
http://www.wikidata.org/entity/Q10540424	Johan Sälle	http://www.wikidata.org/entity/Q25732	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5555156	Karl-Gustav Andersson	http://www.wikidata.org/entity/Q2062839	Politiker	político	3
