person	personLabelSv	cityOfBirth	occupationLabelsDe	occupationLabelsEs	sitelinks
http://www.wikidata.org/entity/Q22337649	Jan-Eric Westberg	http://www.wikidata.org/entity/Q25286	Militär	militar	1
http://www.wikidata.org/entity/Q26258156	John Ahlberg	http://www.wikidata.org/entity/Q25286	Militär, Maler	militar, pintor	1
http://www.wikidata.org/entity/Q4982648	Astrid Thorlund	http://www.wikidata.org/entity/Q25287	Künstler, Illustrator, Cartoonist	artista, ilustrador, humorista gráfico	1
http://www.wikidata.org/entity/Q26240365	Ingmarie Bergglim-Jacobsson	http://www.wikidata.org/entity/Q25286	Künstler, Textilkünstler	artista, artista textil	1
http://www.wikidata.org/entity/Q26994887	Stig Hallblom	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q28025624	Eric Lundberg	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q5717202	Peter Eriksson	http://www.wikidata.org/entity/Q654308	Bratschist	violista	1
http://www.wikidata.org/entity/Q4988492	Eleonor de Floer	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q77907437	Lars Jansson	http://www.wikidata.org/entity/Q1001154	Eishockeyspieler	jugador de hockey sobre hielo	1
http://www.wikidata.org/entity/Q65197812	Marcus Björk	http://www.wikidata.org/entity/Q1003260	Eishockeyspieler	jugador de hockey sobre hielo	1
http://www.wikidata.org/entity/Q5760885	Sigurd Glans	http://www.wikidata.org/entity/Q654299	Journalist	periodista	1
http://www.wikidata.org/entity/Q75107796	Birgitta Berglund	http://www.wikidata.org/entity/Q1001154	Akademiker	académico	1
http://www.wikidata.org/entity/Q4989322	Hillevi Nagel	http://www.wikidata.org/entity/Q25287	Fotograf	fotógrafo	1
http://www.wikidata.org/entity/Q40899754	Ruben Nordström	http://www.wikidata.org/entity/Q25286	Grafiker, Bildhauer, Zeichner	artista gráfico, escultor, dibujante	1
http://www.wikidata.org/entity/Q56200726	Caroline Röstlund	http://www.wikidata.org/entity/Q1004189	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q55589893	Kjell Östlund	http://www.wikidata.org/entity/Q1010630	Maler, Grafiker, Zeichner	pintor, artista gráfico, dibujante	1
http://www.wikidata.org/entity/Q22570142	Stephan Lundh	http://www.wikidata.org/entity/Q25286	Maler	pintor	1
http://www.wikidata.org/entity/Q26993216	Erik Ekman	http://www.wikidata.org/entity/Q25286	Maler	pintor	1
http://www.wikidata.org/entity/Q26995037	Gustaf Hallman	http://www.wikidata.org/entity/Q25286	Maler	pintor	1
http://www.wikidata.org/entity/Q27131230	Lars Hellström	http://www.wikidata.org/entity/Q25286	Maler, Designer	pintor, diseñador	1
http://www.wikidata.org/entity/Q50573347	Wiktor Wallin	http://www.wikidata.org/entity/Q25286	Dekorationsmaler, Maler	pintor de decoración, pintor	1
http://www.wikidata.org/entity/Q49853298	Malin Uddling	http://www.wikidata.org/entity/Q25286	Bildhauer, Maler	escultor, pintor	1
http://www.wikidata.org/entity/Q41021896	Felix Edwardsson	http://www.wikidata.org/entity/Q25286	Basketballspieler	baloncestista	1
http://www.wikidata.org/entity/Q12303930	Bo Kristiansen	http://www.wikidata.org/entity/Q25287	Keramiker	ceramista	1
http://www.wikidata.org/entity/Q22133256	Ulla Böris-Matsson	http://www.wikidata.org/entity/Q25286	Designer, Textilkünstler	diseñador, artista textil	1
http://www.wikidata.org/entity/Q63124099	Arne Erkers	http://www.wikidata.org/entity/Q1003260	Designer	diseñador	1
http://www.wikidata.org/entity/Q50938034	Lars Wallin	http://www.wikidata.org/entity/Q25286	Maler, Zoologe, Forscher, Zeichner	pintor, zoólogo, investigador, dibujante	1
http://www.wikidata.org/entity/Q5555857	Petter Andersson på Myra	http://www.wikidata.org/entity/Q654308	Schmied	herrero	1
http://www.wikidata.org/entity/Q15845304	Gunnar Weinberg	http://www.wikidata.org/entity/Q25287	Grafiker, Maler, Zeichner	artista gráfico, pintor, dibujante	1
http://www.wikidata.org/entity/Q37528332	Anna Siegbahn	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q38060992	Erik Svanson	http://www.wikidata.org/entity/Q25286	Künstler, Silberschmied	artista, platero	1
http://www.wikidata.org/entity/Q15638991	Tor Englund	http://www.wikidata.org/entity/Q25287	Psychiater	psiquiatra	1
http://www.wikidata.org/entity/Q15831269	Nikos Panagiotidis	http://www.wikidata.org/entity/Q25287	Sänger	cantante	1
http://www.wikidata.org/entity/Q15713820	Ester i Brunnsparken	http://www.wikidata.org/entity/Q25287	Lieferant	tipos de proveedores	1
http://www.wikidata.org/entity/Q15616737	Gunborg Uddenberg	http://www.wikidata.org/entity/Q25287	Kinderpsychiater	psiquiatra infantil	1
http://www.wikidata.org/entity/Q33044107	Martin Säflund	http://www.wikidata.org/entity/Q25286	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q47456553	Philip Jacob Thelott	http://www.wikidata.org/entity/Q25286	wissenschaftlicher Illustrator, Maler, Zeichenlehrer, Radierer, Zeichner	ilustrador científico, pintor, profesor de dibujo, aguafuertista, dibujante	1
http://www.wikidata.org/entity/Q42307008	Svea Säflund	http://www.wikidata.org/entity/Q25286	Zeichner, Maler, Bildhauer	dibujante, pintor, escultor	1
http://www.wikidata.org/entity/Q47358733	Eva Teorell	http://www.wikidata.org/entity/Q25286	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q43738967	Kristian Starup	http://www.wikidata.org/entity/Q25286	Assessor, Maler, Zeichner	perito judicial, pintor, dibujante	1
http://www.wikidata.org/entity/Q42303982	Bert Söderberg	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q22570295	Erika Förare	http://www.wikidata.org/entity/Q25286	Komponist klassischer Musik	compositor de música clásica	1
http://www.wikidata.org/entity/Q16214573	Jonas Quant	http://www.wikidata.org/entity/Q25287	Musikproduzent, Songschreiber	productor discográfico, compositor de canciones	1
http://www.wikidata.org/entity/Q14593757	Eduard Magnus	http://www.wikidata.org/entity/Q25287	Geschäftsmann, Politiker	empresario, político	1
http://www.wikidata.org/entity/Q27928495	Martin Lindberg	http://www.wikidata.org/entity/Q25286	Grafiker, Zeichner, Maler	artista gráfico, dibujante, pintor	1
http://www.wikidata.org/entity/Q61046139	Maria Ripenberg	http://www.wikidata.org/entity/Q25286	Journalist	periodista	1
http://www.wikidata.org/entity/Q55640655	Eric Österberg	http://www.wikidata.org/entity/Q25286	Graveur	grabador	1
http://www.wikidata.org/entity/Q57315308	Andreas Person	http://www.wikidata.org/entity/Q25286	Basketballspieler	baloncestista	1
http://www.wikidata.org/entity/Q43882772	Daniel Kallós	http://www.wikidata.org/entity/Q25286	Politiker, Pädagoge, Professor	político, pedagogo, catedrático	1
http://www.wikidata.org/entity/Q59581362	Samuel Skunk	http://www.wikidata.org/entity/Q25286	Zeichner	dibujante	1
http://www.wikidata.org/entity/Q4984353	Maria Vedin	http://www.wikidata.org/entity/Q3335533	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q16157694	Henrik Amnéus	http://www.wikidata.org/entity/Q25287	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q16162976	Ingeborg Björklund	http://www.wikidata.org/entity/Q25287	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q47408765	Hans Philip Thelott	http://www.wikidata.org/entity/Q25286	Kupferstecher	grabador en cobre	1
http://www.wikidata.org/entity/Q4990105	Dagmar Waldner	http://www.wikidata.org/entity/Q25287	Schauspieler, Schriftsteller	actor, escritor	1
http://www.wikidata.org/entity/Q4991161	Eva Österberg	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q4983929	Brita Ulfberg	http://www.wikidata.org/entity/Q25412	Schauspieler	actor	1
http://www.wikidata.org/entity/Q56088205	Adrienne Lombard	http://www.wikidata.org/entity/Q25286	Schauspieler	actor	1
http://www.wikidata.org/entity/Q35679965	Folke Sjöberg	http://www.wikidata.org/entity/Q25286	Zeichner	dibujante	1
http://www.wikidata.org/entity/Q56012241	Fanny Wilton	http://www.wikidata.org/entity/Q25286	Maler	pintor	1
http://www.wikidata.org/entity/Q53997663	Marianne Wrete	http://www.wikidata.org/entity/Q25286	Zeichner, Maler	dibujante, pintor	1
http://www.wikidata.org/entity/Q5545710	Bertil Albrektson	http://www.wikidata.org/entity/Q25287	Dozent, Bibelwissenschaftler	docente, biblista	1
http://www.wikidata.org/entity/Q6252023	Albert Zetterberg	http://www.wikidata.org/entity/Q2393606	Maler, Zeichner, Dekorationsmaler	pintor, dibujante, pintor de decoración	1
http://www.wikidata.org/entity/Q16161638	Emil Berglund	http://www.wikidata.org/entity/Q25287	Chemiker	químico	1
http://www.wikidata.org/entity/Q4990922	Jelena Zetterström	http://www.wikidata.org/entity/Q25287	Schriftsteller, Journalist	escritor, periodista	1
http://www.wikidata.org/entity/Q47532063	Jan Thunholm	http://www.wikidata.org/entity/Q25286	Maler, Zeichenlehrer, Zeichner	pintor, profesor de dibujo, dibujante	1
http://www.wikidata.org/entity/Q5621592	Edward Dickson	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q30331296	Håkan Waernulf	http://www.wikidata.org/entity/Q25286	Militär	militar	1
http://www.wikidata.org/entity/Q47799461	Uno Albert Almqvist	http://www.wikidata.org/entity/Q25287	Übersetzer, Journalist	traductor, periodista	1
http://www.wikidata.org/entity/Q48977967	Eva Björkander-Mannheimer	http://www.wikidata.org/entity/Q25287	Übersetzer, Soziologe	traductor, sociólogo	1
http://www.wikidata.org/entity/Q4986671	Karin Alin	http://www.wikidata.org/entity/Q25412	Übersetzer	traductor	1
http://www.wikidata.org/entity/Q16163134	Joen Björnberg	http://www.wikidata.org/entity/Q25287	Psychiater	psiquiatra	1
http://www.wikidata.org/entity/Q49673080	Evald Uggla	http://www.wikidata.org/entity/Q25286	Grafiker, Dozent, Zeichner	artista gráfico, docente, dibujante	1
http://www.wikidata.org/entity/Q48628201	Birgitta Bergquist	http://www.wikidata.org/entity/Q25286	Akademiker	académico	1
http://www.wikidata.org/entity/Q5548368	Sven Göran Alw	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q42906662	Pernilla Ljungbergh	http://www.wikidata.org/entity/Q2391850	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q50319096	Maiken Wahlgren	http://www.wikidata.org/entity/Q25287	Maler, Textilkünstler, Zeichner	pintor, artista textil, dibujante	1
http://www.wikidata.org/entity/Q48612051	Edvard Waller	http://www.wikidata.org/entity/Q25286	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q31665306	Andreas Åkerman	http://www.wikidata.org/entity/Q25286	Graveur	grabador	1
http://www.wikidata.org/entity/Q5603346	Peder Carlsson	http://www.wikidata.org/entity/Q25412	Übersetzer, Schriftsteller	traductor, escritor	1
http://www.wikidata.org/entity/Q26179226	Knut Anderson	http://www.wikidata.org/entity/Q2391850	Künstler	artista	1
http://www.wikidata.org/entity/Q5627246	Bo-Göran Edling	http://www.wikidata.org/entity/Q25412	Musiker, Komponist, Saxophonist	músico, compositor, saxofonista	1
http://www.wikidata.org/entity/Q4989913	Lisa Torell	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q28974266	Jimmy Andersson	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q29047427	Erik Holmgren	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q45408948	Sofia Wadensjö Karén	http://www.wikidata.org/entity/Q25286	Journalist	periodista	1
http://www.wikidata.org/entity/Q5605513	Jonas Cedercreutz	http://www.wikidata.org/entity/Q25412	Staatsdiener, Lagman	funcionario, lagman	1
http://www.wikidata.org/entity/Q29246715	Harry Sahlin	http://www.wikidata.org/entity/Q25286	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q29381390	Toye Sandberg	http://www.wikidata.org/entity/Q25286	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q5545956	Kjell Aleklett	http://www.wikidata.org/entity/Q25287	Politiker	político	1
http://www.wikidata.org/entity/Q23989183	Ragnar Andersson	http://www.wikidata.org/entity/Q2376437	Keramiker	ceramista	1
http://www.wikidata.org/entity/Q28974355	Carl Meurling	http://www.wikidata.org/entity/Q25286	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q28974254	Magnus Wikman	http://www.wikidata.org/entity/Q25286	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q42393890	Maja Söderlund-Kumlien	http://www.wikidata.org/entity/Q25286	Maler, Zeichner, Grafiker	pintor, dibujante, artista gráfico	1
http://www.wikidata.org/entity/Q49104101	Anders Persson	http://www.wikidata.org/entity/Q25287	Meteorologe	meteorólogo	1
http://www.wikidata.org/entity/Q4947031	Klara Eriksson	http://www.wikidata.org/entity/Q3582130	Designer	diseñador	1
http://www.wikidata.org/entity/Q44972827	Jan-Fredrik Stille	http://www.wikidata.org/entity/Q2391850	Zeichner, Maler	dibujante, pintor	1
http://www.wikidata.org/entity/Q5621594	George Dickson	http://www.wikidata.org/entity/Q25287	Bankier	banquero	1
http://www.wikidata.org/entity/Q6197234	Jonas Svahn	http://www.wikidata.org/entity/Q2391850	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q65006902	Ivar Nordlund	http://www.wikidata.org/entity/Q25286	Fotograf, Zeichner, Tutor	fotógrafo, dibujante, asistente de docencia	1
http://www.wikidata.org/entity/Q4970799	Ma Oftedal	http://www.wikidata.org/entity/Q25412	Schriftsteller, Priester	escritor, sacerdote	1
http://www.wikidata.org/entity/Q4990476	Gabriella Widstrand	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q28356871	Viktor Holmlund	http://www.wikidata.org/entity/Q2367031	Maler	pintor	1
http://www.wikidata.org/entity/Q5544199	Puck Ahlsell	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q5544203	Tom Ahlsell	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q50335426	Gunnar Kärrholm	http://www.wikidata.org/entity/Q25287	Akademiker	académico	1
http://www.wikidata.org/entity/Q5623116	Ulf Dohlsten	http://www.wikidata.org/entity/Q25287	Schauspieler, Regisseur	actor, realizador	1
http://www.wikidata.org/entity/Q51545923	Sven Westman	http://www.wikidata.org/entity/Q25286	Zeichner	dibujante	1
http://www.wikidata.org/entity/Q51803495	Alf Wiesel	http://www.wikidata.org/entity/Q25286	Maler, Zeichner, Grafiker	pintor, dibujante, artista gráfico	1
http://www.wikidata.org/entity/Q42393962	Marika Gedin	http://www.wikidata.org/entity/Q25286	Übersetzer	traductor	1
http://www.wikidata.org/entity/Q4981380	Eva Svanholm Bohlin	http://www.wikidata.org/entity/Q25412	Dirigent	director de orquesta	1
http://www.wikidata.org/entity/Q50358355	Lisette Wahlström	http://www.wikidata.org/entity/Q25287	Maler, Zeichner, Bildhauer	pintor, dibujante, escultor	1
http://www.wikidata.org/entity/Q50358356	Hjördis Wahlgren-Arnell	http://www.wikidata.org/entity/Q25287	Maler, Sänger	pintor, cantante	1
http://www.wikidata.org/entity/Q5621616	James Robert Dickson	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q4956834	Åsa Johannisson	http://www.wikidata.org/entity/Q25579	Choreograf, Sänger, Schauspieler	coreógrafo, cantante, actor	1
http://www.wikidata.org/entity/Q16006519	Theodor Bergqvist	http://www.wikidata.org/entity/Q25287	Ringer	luchador	1
http://www.wikidata.org/entity/Q5544274	Gunnar Ahlström	http://www.wikidata.org/entity/Q25287	Literaturhistoriker, Dramatiker	historiador de la literatura, dramaturgo	1
http://www.wikidata.org/entity/Q5715364	Magnus Ericsson	http://www.wikidata.org/entity/Q654308	Dirigent, Geiger	director de orquesta, violinista	1
http://www.wikidata.org/entity/Q43650570	Viktor Sparre	http://www.wikidata.org/entity/Q2742521	Militär, Zeichner, Maler	militar, dibujante, pintor	1
http://www.wikidata.org/entity/Q42870101	Yngve Svedlund	http://www.wikidata.org/entity/Q2740091	Schriftsteller, Zeichner, Maler, Grafiker	escritor, dibujante, pintor, artista gráfico	1
http://www.wikidata.org/entity/Q5622594	Emir Dizdarevic	http://www.wikidata.org/entity/Q25287	Sportmanager	dirigente deportivo	1
http://www.wikidata.org/entity/Q5544525	Ossian Ahrenberg	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q5474596	Hermann Kauffman	http://www.wikidata.org/entity/Q25287	Schriftsteller, Autor	escritor, autor	1
http://www.wikidata.org/entity/Q42306573	Abraham Syrén	http://www.wikidata.org/entity/Q2745780	Maler	pintor	1
http://www.wikidata.org/entity/Q42712353	Wilhelm Skoglund	http://www.wikidata.org/entity/Q2763404	Maler, Grafiker	pintor, artista gráfico	1
http://www.wikidata.org/entity/Q4990433	Asta Wickman	http://www.wikidata.org/entity/Q25287	Übersetzer	traductor	1
http://www.wikidata.org/entity/Q62079485	Anna Johansen	http://www.wikidata.org/entity/Q2392188	Politiker, Gewerkschafter	político, sindicalista	1
http://www.wikidata.org/entity/Q24018254	Karl Ekman	http://www.wikidata.org/entity/Q25286	Priester	sacerdote	1
http://www.wikidata.org/entity/Q4955300	Camilla Hällgren	http://www.wikidata.org/entity/Q25579	bildender Künstler	artista visual	1
http://www.wikidata.org/entity/Q5561335	Staffan Aspegren	http://www.wikidata.org/entity/Q25412	Regisseur	realizador	1
http://www.wikidata.org/entity/Q15965277	Torsten Bingley	http://www.wikidata.org/entity/Q25287	Psychiater	psiquiatra	1
http://www.wikidata.org/entity/Q5733596	Mats Flink	http://www.wikidata.org/entity/Q25412	Drehbuchautor, Schauspieler	guionista, actor	1
http://www.wikidata.org/entity/Q5710420	Tord Elvius	http://www.wikidata.org/entity/Q25412	Astronom	astrónomo	1
http://www.wikidata.org/entity/Q15905726	Bror Carlsson	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q50064371	Carl Gustaf Ulfsparre	http://www.wikidata.org/entity/Q25287	Zeichner, Maler, Kammerherr	dibujante, pintor, chambelán	1
http://www.wikidata.org/entity/Q5821261	Pehr Johan Höppener	http://www.wikidata.org/entity/Q25413	Schriftsteller, Zeichner	escritor, dibujante	1
http://www.wikidata.org/entity/Q23917249	Kersti Söderström-Ergon	http://www.wikidata.org/entity/Q25286	Künstler, Grafiker, Kunstlehrer	artista, artista gráfico, profesor de arte	1
http://www.wikidata.org/entity/Q23917947	Cecilia Stigevik	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q24019530	Lisa Collinder	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q27514205	Anna Hörlin	http://www.wikidata.org/entity/Q25286	Künstler	artista	1
http://www.wikidata.org/entity/Q5712811	Carl-Axel Engstad	http://www.wikidata.org/entity/Q654308	Künstler	artista	1
http://www.wikidata.org/entity/Q5630680	Nils Ekman	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q50692254	Olle Waller	http://www.wikidata.org/entity/Q25287	Grafiker, Fotograf, Maler, Zeichner	artista gráfico, fotógrafo, pintor, dibujante	1
http://www.wikidata.org/entity/Q5819951	Björn Håkanson	http://www.wikidata.org/entity/Q25413	Dichter, Schriftsteller	poeta, escritor	1
http://www.wikidata.org/entity/Q5577042	Sven Bjelf	http://www.wikidata.org/entity/Q654308	Journalist	periodista	1
http://www.wikidata.org/entity/Q5595027	Jan Axelsson	http://www.wikidata.org/entity/Q654299	Journalist	periodista	1
http://www.wikidata.org/entity/Q15119226	Mette Björnberg	http://www.wikidata.org/entity/Q25287	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q24019458	Gunvor Övden-Edwards	http://www.wikidata.org/entity/Q25286	Illustrator, Maler, Zeichner	ilustrador, pintor, dibujante	1
http://www.wikidata.org/entity/Q50997085	Gunborg Wendel-Pettersson	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q51046118	Ida Werner	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q28357376	Ragnar Olson	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q28466405	Bertil Berg	http://www.wikidata.org/entity/Q25287	Maler, Bildhauer	pintor, escultor	1
http://www.wikidata.org/entity/Q5889052	Martin Johnson	http://www.wikidata.org/entity/Q25413	Schriftsteller, Journalist	escritor, periodista	1
http://www.wikidata.org/entity/Q28025622	Sten Lindholm	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q27514302	Brittmari Jacobson	http://www.wikidata.org/entity/Q25287	Maler, Textilkünstler, Zeichner	pintor, artista textil, dibujante	1
http://www.wikidata.org/entity/Q27654713	Ally Disa Jonasson	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q27654720	Mona Johansson	http://www.wikidata.org/entity/Q25287	Grafiker, Zeichner, Maler	artista gráfico, dibujante, pintor	1
http://www.wikidata.org/entity/Q6038219	Erik Pauser	http://www.wikidata.org/entity/Q25413	Filmregisseur, Künstler	director de cine, artista	1
http://www.wikidata.org/entity/Q76505949	Rune Källqvist	http://www.wikidata.org/entity/Q2373192	Wasserballspieler	waterpolista	1
http://www.wikidata.org/entity/Q28529848	Ewy Parmsten	http://www.wikidata.org/entity/Q25287	Textilkünstler	artista textil	1
http://www.wikidata.org/entity/Q5616702	Jan Danielson	http://www.wikidata.org/entity/Q654308	Fernsehmoderator	presentador de televisión	1
http://www.wikidata.org/entity/Q4951139	Marian Gräns	http://www.wikidata.org/entity/Q25412	Schauspieler	actor	1
http://www.wikidata.org/entity/Q23915372	Aleksander Djordjevic	http://www.wikidata.org/entity/Q25286	Hörfunkmoderator	personalidad de radio	1
http://www.wikidata.org/entity/Q4965212	Kaja Widegren	http://www.wikidata.org/entity/Q25412	Künstler	artista	1
http://www.wikidata.org/entity/Q28356601	Yngve Andersson	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q28356648	Bengt Berglund	http://www.wikidata.org/entity/Q25287	Künstler, Zeichenlehrer	artista, profesor de dibujo	1
http://www.wikidata.org/entity/Q50377060	Emilie Hörnlund	http://www.wikidata.org/entity/Q25287	Bratschist, Musiker	violista, músico	1
http://www.wikidata.org/entity/Q50359466	Lars Wahlström	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q5625554	Sten Dunér	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q5928435	Bo Källstrand	http://www.wikidata.org/entity/Q25412	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q28466379	Thomas Jaenson	http://www.wikidata.org/entity/Q25287	Biologe	biólogo	1
http://www.wikidata.org/entity/Q27923882	Willard Lindh	http://www.wikidata.org/entity/Q25287	Maler, Bildhauer, Grafiker	pintor, escultor, artista gráfico	1
http://www.wikidata.org/entity/Q27928496	Alf Lindbom	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q28025686	Olof Leyman	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q28041815	Majken Johansson	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q28056152	Rolf Andersson	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q27635827	Fritz Boye	http://www.wikidata.org/entity/Q25287	Ingenieur	ingeniero	1
http://www.wikidata.org/entity/Q27635920	Sven L:son Depken	http://www.wikidata.org/entity/Q25287	Ingenieur	ingeniero	1
http://www.wikidata.org/entity/Q27751243	Carl-Erik Olsson	http://www.wikidata.org/entity/Q25287	Elektroingenieur	ingeniero eléctrico	1
http://www.wikidata.org/entity/Q27902147	Gunnar Thorén	http://www.wikidata.org/entity/Q25287	Zeichner, Maler	dibujante, pintor	1
http://www.wikidata.org/entity/Q28065077	Folke Lind	http://www.wikidata.org/entity/Q25287	Illustrator, Maler, Grafiker	ilustrador, pintor, artista gráfico	1
http://www.wikidata.org/entity/Q4944035	Eva Dahlman	http://www.wikidata.org/entity/Q25579	Schauspieler, Filmregisseur, Regisseur	actor, director de cine, realizador	1
http://www.wikidata.org/entity/Q29033804	Thorild Olsson	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q27635936	Kjell Högfelt	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q27751028	Elsa Hill-Lindquist	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q27902148	Bo Carlander	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q49577505	Bengt Ulriksson	http://www.wikidata.org/entity/Q25287	Artdirector, Maler, Grafiker, Zeichner	director artístico, pintor, artista gráfico, dibujante	1
http://www.wikidata.org/entity/Q28025759	Ralph Lundquist	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q28045543	Eric Löwenstein	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q28125276	Runa Malmer	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q12364184	Hélène Silfverschiöld	http://www.wikidata.org/entity/Q25287	Aristokrat	aristócrata	1
http://www.wikidata.org/entity/Q5915660	Janne Knuda	http://www.wikidata.org/entity/Q25413	Musiker	músico	1
http://www.wikidata.org/entity/Q27912861	Jenni Lagerberg	http://www.wikidata.org/entity/Q25287	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q49853387	Ingrid Uhr	http://www.wikidata.org/entity/Q25287	Maler, Ergotherapeut, Textilkünstler, Zeichner	pintor, terapeuta ocupacional, artista textil, dibujante	1
http://www.wikidata.org/entity/Q27537171	Stefan Lunner	http://www.wikidata.org/entity/Q25286	Eishockeyspieler	jugador de hockey sobre hielo	1
http://www.wikidata.org/entity/Q28529854	Atta Palmstierna	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q28529869	Ingrid Patlagean	http://www.wikidata.org/entity/Q25287	Maler, Bildhauer	pintor, escultor	1
http://www.wikidata.org/entity/Q28356678	Lars Börjesson	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q28529966	Einar Palmqvist	http://www.wikidata.org/entity/Q2693699	Maler, Grafiker	pintor, artista gráfico	1
http://www.wikidata.org/entity/Q27902163	Nini Landgren	http://www.wikidata.org/entity/Q25287	Maler, Grafiker	pintor, artista gráfico	1
http://www.wikidata.org/entity/Q6079409	Per Rosén	http://www.wikidata.org/entity/Q25413	Astronom	astrónomo	1
http://www.wikidata.org/entity/Q6063229	Ture Rangström	http://www.wikidata.org/entity/Q25413	Librettist	libretista	1
http://www.wikidata.org/entity/Q5629324	Christian Ekberg	http://www.wikidata.org/entity/Q25287	Forscher	investigador	1
http://www.wikidata.org/entity/Q29033882	Johann Packendorff	http://www.wikidata.org/entity/Q25287	Akademiker	académico	1
